Sample;Estimated;True;Error;Samples_Used
3601;[ 19.666 138.12    0.   ];[ 17.827 138.84    0.   ];1.974923036475091;[2958]
3602;[15.144 58.142  3.7  ];[16.682 60.254  3.7  ];2.6126591817533287;[2568]
3603;[33.932 37.931  0.   ];[36.428 44.225  0.   ];6.770853122022366;[2845]
3604;[ 70.371 105.7     0.   ];[ 69.969 104.77    0.   ];1.0131653369514837;[449]
3605;[65.401 71.109 11.1  ];[65.045 71.264 11.1  ];0.3882795384771086;[1596]
3606;[ 49.988 137.47   11.1  ];[ 49.798 137.03   11.1  ];0.47927027865286737;[1662]
3607;[35.358 53.907  0.   ];[35.258 52.701  0.   ];1.21013883501026;[2642]
3608;[43.616 72.117  7.4  ];[43.393 72.208  7.4  ];0.24085265205099662;[2554]
3609;[39.77  95.326  7.4  ];[39.659 93.694  7.4  ];1.6357704606698247;[1942]
3610;[ 32.459 130.21    3.7  ];[ 27.667 123.87    3.7  ];7.947255123626022;[1230]
3611;[35.102 36.661  0.   ];[35.214 37.787  0.   ];1.1315564502047588;[2855]
3612;[11.322 22.702  0.   ];[ 6.3184 23.027   0.    ];5.014143791316719;[1968]
3613;[36.618 19.518  0.   ];[36.061 19.763  0.   ];0.6085014379605055;[193]
3614;[39.303 77.515  7.4  ];[39.782 78.401  7.4  ];1.0071926330151504;[2907]
3615;[ 29.451 118.38    0.   ];[ 28.604 116.69    0.   ];1.890372714572445;[1168]
3616;[39.559 73.397 11.1  ];[39.515 72.875 11.1  ];0.5238511238892263;[1163]
3617;[ 27.812 129.4     0.   ];[ 27.734 129.17    0.   ];0.24286621831783908;[1274]
3618;[ 31.947 126.15    0.   ];[ 31.49 126.34   0.  ];0.49492322636950453;[326]
3619;[26.231 78.273  3.7  ];[25.975 78.289  3.7  ];0.25649951267010296;[431]
3620;[ 48.662 140.27    7.4  ];[ 46.901 136.4     7.4  ];4.251825607900684;[1191]
3621;[ 22.764 142.6     0.   ];[ 25.003 141.2     0.   ];2.64066677185896;[2042]
3622;[ 31.189 127.15    3.7  ];[ 31.479 122.12    3.7  ];5.038352905464246;[2921]
3623;[35.926 79.1    0.   ];[35.659 79.105  0.   ];0.2670468123756614;[2743]
3624;[40.807 87.021 11.1  ];[40.863 87.538 11.1  ];0.5200240379059371;[243]
3625;[52.018 37.024  0.   ];[47.449 38.992  0.   ];4.974815071939862;[2317]
3626;[ 49.843 144.88    3.7  ];[ 50.879 142.15    3.7  ];2.9199650682841964;[1188]
3627;[ 44.738 159.38    0.   ];[ 44.939 159.84    0.   ];0.5019970119433058;[1039]
3628;[ 25.227 117.4     3.7  ];[ 23.578 117.98    3.7  ];1.7480277457752211;[3066]
3629;[ 27.178 102.76    0.   ];[ 26.721 102.81    0.   ];0.45972709295842074;[2100]
3630;[40.161 83.602  3.7  ];[40.573 83.42   3.7  ];0.4504087032906891;[719]
3631;[ 46.79 117.4    0.  ];[ 46.077 117.71    0.   ];0.7774760446470322;[1058]
3632;[ 58.202 105.7     0.   ];[ 58.625 105.52    0.   ];0.45970534040840116;[2949]
3633;[ 76.499 136.54    0.   ];[ 76.354 136.2     0.   ];0.36962819156552595;[1401]
3634;[ 54.545 139.17    0.   ];[ 58.724 141.81    0.   ];4.943039651874142;[2518]
3635;[ 53.097 127.87    0.   ];[ 53.331 128.41    0.   ];0.5885201780737788;[307]
3636;[37.03  62.937  3.7  ];[37.476 59.875  3.7  ];3.0943109087485023;[2377]
3637;[48.831  6.929  0.   ];[49.266   6.7316  0.    ];0.47769421181336896;[2438]
3638;[17.439 68.922  3.7  ];[23.445 76.95   3.7  ];10.026007181325978;[1695]
3639;[24.761 62.462  0.   ];[24.683 61.321  0.   ];1.1436629748313147;[2429]
3640;[ 15.198 104.64    0.   ];[ 15.756 104.58    0.   ];0.5612165357506852;[2001]
3641;[32.551 24.18   3.7  ];[32.506 23.625  3.7  ];0.5568213357981174;[1395]
3642;[47.939 71.269  0.   ];[47.906 68.778  0.   ];2.4912185773231537;[3073]
3643;[33.798 55.581  3.7  ];[36.54 54.28  3.7 ];3.034990115305154;[2345]
3644;[48.44  85.943  0.   ];[47.995 86.141  0.   ];0.4870615977471466;[2932]
3645;[ 54.245 137.98    0.   ];[ 53.164 138.46    0.   ];1.1827768174934816;[2481]
3646;[40.362 20.899  0.   ];[40.63  20.787  0.   ];0.29046170143411465;[1633]
3647;[29.318 83.479  0.   ];[36.216 83.692  0.   ];6.901287778378757;[1280]
3648;[ 51.893 140.32    0.   ];[ 51.28 140.59   0.  ];0.6698275897572487;[690]
3649;[ 42.812 114.26    3.7  ];[39.325 83.959  3.7  ];30.500979820327085;[1285]
3650;[ 25.583 145.16    0.   ];[ 25.85 145.04   0.  ];0.2927268351210779;[286]
3651;[ 29.25 122.86   0.  ];[ 29.138 122.62    0.   ];0.2648471257159442;[525]
3652;[29.061 92.883  0.   ];[29.273 94.947  0.   ];2.0748590313561133;[2477]
3653;[38.98  67.829  7.4  ];[39.091 68.671  7.4  ];0.8492849933915133;[762]
3654;[ 24.659 113.9     3.7  ];[ 24.926 113.85    3.7  ];0.27164130760987154;[2536]
3655;[14.374 89.16   0.   ];[14.252 85.612  0.   ];3.55009690008597;[773]
3656;[34.122 25.961  3.7  ];[34.233 27.284  3.7  ];1.3276482968015288;[182]
3657;[67.441 66.388  0.   ];[66.839 64.959  0.   ];1.5506272924207192;[1533]
3658;[ 45.073 156.2     0.   ];[ 45.919 158.2     0.   ];2.17156993900726;[2417]
3659;[22.52 96.83  0.  ];[22.487 96.425  0.   ];0.4063422203020516;[1405]
3660;[18.821 65.129  3.7  ];[19.122 68.469  3.7  ];3.35353559694838;[2372]
3661;[33.966 24.121  3.7  ];[34.01 24.67  3.7 ];0.5507603834699834;[2595]
3662;[ 54.591 100.13    0.   ];[  9.693 116.12    0.   ];47.660366175681034;[1473]
3663;[42.657 98.201 11.1  ];[43.024 99.081 11.1  ];0.9534615881093587;[1207]
3664;[22.097 82.167  3.7  ];[21.952 80.513  3.7  ];1.6603436391301616;[578]
3665;[32.004 83.756  0.   ];[32.026 84.05   0.   ];0.2948219801846505;[1879]
3666;[26.621 76.625  3.7  ];[24.114 76.881  3.7  ];2.5200367060818754;[1595]
3667;[  9.8379 117.85     0.    ];[  9.7265 116.53     0.    ];1.3246924020314987;[847]
3668;[24.872 79.446  0.   ];[24.816 78.849  0.   ];0.5996207134514226;[2253]
3669;[ 8.1899 70.341   0.    ];[ 6.6965 75.126   0.    ];5.012630902031398;[1302]
3670;[42.468 80.332 11.1  ];[43.359 80.7   11.1  ];0.9640046680384923;[1477]
3671;[ 45.218 136.7     0.   ];[ 45.619 136.52    0.   ];0.439546357054622;[1091]
3672;[ 19.923 121.09    3.7  ];[ 18.039 120.95    3.7  ];1.8891945373624146;[2979]
3673;[26.655 57.63   0.   ];[24.527 57.8    0.   ];2.1347796139180266;[1147]
3674;[19.266 85.191  0.   ];[17.639 85.324  0.   ];1.632427027465545;[2034]
3675;[ 60.363 135.67    7.4  ];[ 57.354 137.91    7.4  ];3.751223933598212;[2213]
3676;[ 21.137 128.45    0.   ];[ 20.691 128.55    0.   ];0.4570732982793962;[1269]
3677;[ 69.188 132.87   11.1  ];[ 68.854 133.01   11.1  ];0.36215466309299166;[509]
3678;[ 41.362 150.73    0.   ];[ 42.722 147.17    0.   ];3.81093164462445;[91]
3679;[48.697 70.885  0.   ];[48.452 71.008  0.   ];0.27414229881577906;[2913]
3680;[39.626 78.107  7.4  ];[39.459 77.798  7.4  ];0.3512406582387589;[2154]
3681;[35.938 15.933  0.   ];[40.685 17.731  0.   ];5.076102146332361;[1799]
3682;[36.149 63.124  7.4  ];[36.116 62.617  7.4  ];0.5080728294250787;[3045]
3683;[67.764 73.739  0.   ];[64.231 78.913  0.   ];6.265170787775855;[2057]
3684;[ 45.241 116.98    7.4  ];[ 45.163 116.8     7.4  ];0.1961733926912692;[1160]
3685;[ 29.517 137.15    0.   ];[ 29.851 137.      0.   ];0.3661365865356827;[859]
3686;[ 20.88 150.45   0.  ];[ 23.332 147.14    0.   ];4.1192722658256065;[2579]
3687;[ 49.588 109.94   11.1  ];[ 49.966 109.78   11.1  ];0.4104680255513199;[460]
3688;[63.875 46.924  0.   ];[56.42  50.237  0.   ];8.158001838685745;[296]
3689;[ 21.972 141.07    0.   ];[ 19.531 153.82    0.   ];12.981563118515428;[1444]
3690;[22.699 36.571  0.   ];[20.593 34.869  0.   ];2.707773993523093;[607]
3691;[ 51.447 146.43    0.   ];[ 51.001 146.61    0.   ];0.48095322017843584;[2208]
3692;[26.253 95.705  0.   ];[26.465 97.902  0.   ];2.207204793398205;[270]
3693;[20.715 86.231  3.7  ];[20.67  85.698  3.7  ];0.5348962516226873;[2860]
3694;[ 68.03 126.25   0.  ];[ 68.453 126.07    0.   ];0.45970534040840116;[998]
3695;[24.013 90.36   3.7  ];[23.445 83.522  3.7  ];6.861549970669887;[2548]
3696;[19.958 39.43   0.   ];[19.847 38.672  0.   ];0.7660841990277593;[983]
3697;[60.108 73.824  3.7  ];[60.52  73.648  3.7  ];0.4480178567869876;[2557]
3698;[ 46.333 126.15   11.1  ];[ 45.442 124.16   11.1  ];2.1803625845258017;[2758]
3699;[ 26.028 150.18    0.   ];[ 25.159 148.15    0.   ];2.2081804726969225;[1264]
3700;[19.668 46.071  0.   ];[24.772 42.924  0.   ];5.996200880557621;[2857]
3701;[ 44.505 127.52    7.4  ];[ 44.205 126.74    7.4  ];0.8357032966310498;[1135]
3702;[ 24.927 101.89    3.7  ];[ 24.927 101.81    3.7  ];0.0799999999999983;[3061]
3703;[ 22.865 109.98    3.7  ];[ 22.999 111.48    3.7  ];1.505973439340814;[2780]
3704;[47.672 79.142  3.7  ];[48.117 78.95   3.7  ];0.48465348446080275;[1818]
3705;[28.984 75.819  0.   ];[28.995 76.107  0.   ];0.2882099928871275;[2371]
3706;[ 6.541 50.183  0.   ];[ 6.4964 49.65    0.    ];0.534862748749622;[3009]
3707;[ 21.861 143.74    0.   ];[ 21.649 143.27    0.   ];0.5156006206357774;[918]
3708;[ 42.443 142.69    0.   ];[ 42.165 142.83    0.   ];0.31126194756186215;[1905]
3709;[ 23.21 119.85   3.7 ];[ 23.344 121.42    3.7  ];1.5757080947942177;[1219]
3710;[ 20.134 142.82    0.   ];[ 26.753 140.42    0.   ];7.040679015549568;[832]
3711;[36.506 50.674  0.   ];[36.562 51.234  0.   ];0.5627930347827719;[109]
3712;[ 45.922 101.16    7.4  ];[ 46.167 101.05    7.4  ];0.26856098003991963;[3000]
3713;[42.724 57.091  0.   ];[43.281 58.35   0.   ];1.3767098459733638;[1507]
3714;[ 18.807 148.41    0.   ];[ 19.253 153.94    0.   ];5.547956020013138;[570]
3715;[28.984 75.819  0.   ];[28.828 73.147  0.   ];2.6765500182137423;[2371]
3716;[48.173 78.603 11.1  ];[46.368 79.393 11.1  ];1.9703108891746015;[925]
3717;[ 29.886 108.34    0.   ];[ 31.446 107.02    0.   ];2.0435263639111745;[1482]
3718;[ 59.806 105.02    0.   ];[ 58.703 106.27    0.   ];1.6670659854966712;[2362]
3719;[35.525 63.791  0.   ];[32.227 64.132  0.   ];3.315582150995511;[624]
3720;[39.258 85.1    3.7  ];[40.495 97.897  3.7  ];12.856647230129646;[135]
3721;[ 5.6719 39.579   0.    ];[ 5.6273 39.03    0.    ];0.5508086419075134;[2307]
3722;[20.203 80.433  3.7  ];[20.247 80.95   3.7  ];0.5188689622631092;[217]
3723;[29.585 86.322  0.   ];[29.463 84.962  0.   ];1.365461094282806;[867]
3724;[ 29.963 114.55    0.   ];[ 30.197 114.51    0.   ];0.23739418695494321;[225]
3725;[ 55.237 134.33    0.   ];[ 54.835 134.52    0.   ];0.4446391795602362;[373]
3726;[39.414 99.679  3.7  ];[39.102 96.222  3.7  ];3.471050705478106;[2049]
3727;[ 43.302 133.21    0.   ];[ 42.923 133.38    0.   ];0.4153805484131317;[291]
3728;[ 37.753 122.2     3.7  ];[ 37.307 122.27    3.7  ];0.45145985425062685;[705]
3729;[ 31.189 127.15    3.7  ];[ 30.966 126.63    3.7  ];0.5657994344288532;[2921]
3730;[68.332 94.014  0.   ];[70.649 98.084  0.   ];4.683309620343299;[1899]
3731;[62.471 15.709  0.   ];[62.839 15.544  0.   ];0.4032976568243377;[2044]
3732;[ 39.525 113.07    7.4  ];[ 39.458 111.99    7.4  ];1.082076245003094;[1953]
3733;[ 17.906 111.11    0.   ];[ 23.088 115.28    0.   ];6.651467807935331;[3042]
3734;[ 26.308 132.64    0.   ];[ 26.553 133.76    0.   ];1.1464837547911486;[2606]
3735;[ 42.333 103.63   11.1  ];[ 42.289 103.1    11.1  ];0.5318232789188537;[2583]
3736;[56.776 99.161  0.   ];[ 53.388 100.67    0.   ];3.7088576408376794;[1164]
3737;[ 56.863 138.15   11.1  ];[ 56.507 138.3    11.1  ];0.38631075573947316;[1162]
3738;[19.668 46.071  0.   ];[19.613 45.479  0.   ];0.5945494092167601;[2857]
3739;[ 46.667 126.91   11.1  ];[ 46.612 129.55   11.1  ];2.6405728545147316;[316]
3740;[ 22.965 105.79    3.7  ];[ 23.032 105.3     3.7  ];0.49455939987023695;[1894]
3741;[ 36.86 140.71   3.7 ];[ 36.426 139.68    3.7  ];1.1177012123103385;[387]
3742;[ 73.412 129.15    0.   ];[ 73.078 128.35    0.   ];0.8669232953381864;[2710]
3743;[ 51.081 110.7     3.7  ];[ 49.866 111.23    3.7  ];1.3255659168822989;[2839]
3744;[ 6.2843 70.288   0.    ];[ 6.5183 73.04    0.    ];2.7619304842808865;[2406]
3745;[ 42.198 145.8     3.7  ];[ 43.257 147.56    3.7  ];2.0540401651379563;[2627]
3746;[23.479 64.809  0.   ];[23.524 65.327  0.   ];0.5199509592259648;[728]
3747;[64.677 63.785  0.   ];[ 8.6801 76.251   0.    ];57.367708387297476;[533]
3748;[ 57.799 137.1    11.1  ];[ 58.189 136.93   11.1  ];0.4254409477236485;[2925]
3749;[20.827 57.427  3.7  ];[20.069 55.571  3.7  ];2.004819193842679;[1553]
3750;[ 45.787 122.41    0.   ];[ 37.574 125.66    0.   ];8.83265922585039;[1361]
3751;[34.032 40.513  0.   ];[42.101 38.704  0.   ];8.269295133202105;[2025]
3752;[ 62.279 134.87    7.4  ];[ 67.428 133.62    7.4  ];5.29855650153888;[2265]
3753;[ 6.9532 55.235   0.    ];[ 6.9086 54.659   0.    ];0.5777241210127898;[66]
3754;[59.295 66.058  0.   ];[56.799 67.114  0.   ];2.710194088990677;[529]
3755;[ 33.15 125.55   3.7 ];[ 33.083 127.03    3.7  ];1.4815157778437635;[2089]
3756;[ 40.114 143.5     3.7  ];[ 37.039 144.65    3.7  ];3.283005482785551;[590]
3757;[11.322 22.702  0.   ];[ 7.5107 22.953   0.    ];3.8195560854633346;[1968]
3758;[52.72  76.059  0.   ];[53.433 75.76   0.   ];0.7731558704426921;[1488]
3759;[ 42.578 106.24   11.1  ];[ 42.679 107.31   11.1  ];1.0747562514356526;[1151]
3760;[ 40.751 107.43    0.   ];[ 40.784 107.78    0.   ];0.3515522720734373;[1078]
3761;[ 45.552 161.28    0.   ];[ 45.786 161.81    0.   ];0.579358265669872;[2125]
3762;[ 44.294 118.63   11.1  ];[ 45.263 123.78   11.1  ];5.24036840308008;[1277]
3763;[11.99  85.805  0.   ];[11.488 85.847  0.   ];0.5037539081734251;[736]
3764;[57.6   98.793  0.   ];[55.015 99.94   0.   ];2.8280442005032356;[618]
3765;[ 54.579 135.37    0.   ];[ 54.267 135.5     0.   ];0.3379999999999961;[3106]
3766;[22.097 82.167  3.7  ];[21.908 79.996  3.7  ];2.179211325227553;[578]
3767;[37.854 88.306  7.4  ];[37.754 86.749  7.4  ];1.5602079989539879;[3093]
3768;[ 43.102 111.99   11.1  ];[ 42.857 109.31   11.1  ];2.69117539376384;[879]
3769;[ 24.492 109.11    3.7  ];[ 24.982 114.65    3.7  ];5.561627459656037;[1675]
3770;[ 35.145 122.53    0.   ];[ 34.677 122.73    0.   ];0.5089440047785261;[631]
3771;[37.498 64.639 11.1  ];[37.208 61.406 11.1  ];3.2459804374025394;[2856]
3772;[ 55.849 135.5     0.   ];[ 52.139 129.87    0.   ];6.742477289542761;[142]
3773;[41.81 96.19 11.1 ];[41.698 95.934 11.1  ];0.27942798714516864;[2472]
3774;[ 45.363 147.62    0.   ];[ 45.151 149.11    0.   ];1.5050063122791297;[1561]
3775;[17.005 37.648  3.7  ];[17.083 38.667  3.7  ];1.021980919587052;[2673]
3776;[ 40.272 101.5     0.   ];[ 40.339 102.28    0.   ];0.7828722756618745;[1860]
3777;[ 48.472 129.79    0.   ];[ 49.364 129.38    0.   ];0.9817148262097246;[1429]
3778;[24.683 17.032  0.   ];[24.371 17.053  0.   ];0.31270593214712245;[576]
3779;[ 18.05 126.53   3.7 ];[ 18.14 127.33   3.7 ];0.8050465825031465;[1793]
3780;[ 40.862 116.03    3.7  ];[ 40.918 116.64    3.7  ];0.6125650985813663;[443]
3781;[ 34.854 144.56    3.7  ];[ 34.62 144.66   3.7 ];0.25447200238926027;[2413]
3782;[ 31.991 133.43    3.7  ];[ 31.378 132.08    3.7  ];1.4826560626119547;[680]
3783;[21.618 76.753  3.7  ];[21.529 75.76   3.7  ];0.9969804411321166;[2383]
3784;[57.133 76.224  3.7  ];[50.38  77.979  3.7  ];6.97732283902644;[2484]
3785;[ 21.437 151.73    0.   ];[ 21.326 151.47    0.   ];0.2827030243913132;[1209]
3786;[ 70.371 105.7     0.   ];[ 72.521 103.07    0.   ];3.396969237423276;[449]
3787;[ 30.854 136.06    0.   ];[ 30.197 136.34    0.   ];0.7141771488923463;[2635]
3788;[ 59.182 107.21    3.7  ];[ 59.561 107.05    3.7  ];0.41138911021075564;[2068]
3789;[ 6.8859 77.297   0.    ];[ 6.7634 75.867   0.    ];1.4352373497090922;[341]
3790;[ 49.744 102.3     0.   ];[ 50.011 102.2     0.   ];0.2851122585929978;[2594]
3791;[44.017 71.946  7.4  ];[39.37  70.746  7.4  ];4.79943840464695;[1819]
3792;[ 41.442 102.97    7.4  ];[ 41.687 102.87    7.4  ];0.2646223724479803;[2497]
3793;[ 35.646 133.04    3.7  ];[ 35.847 133.51    3.7  ];0.5111760949027244;[969]
3794;[19.312 42.534  0.   ];[24.739 42.428  0.   ];5.4280350956860985;[1342]
3795;[58.314 81.548  0.   ];[63.34  79.313  0.   ];5.500536428385875;[310]
3796;[36.807 53.837  3.7  ];[36.93  48.583  3.7  ];5.255439562967122;[2247]
3797;[ 63.907 127.94    0.   ];[ 64.386 127.74    0.   ];0.5190770655692662;[1618]
3798;[ 21.728 112.26    0.   ];[ 16.558 113.02    0.   ];5.225562170714267;[2657]
3799;[ 11.019 132.2     0.   ];[ 10.929 131.19    0.   ];1.0140019723846605;[2469]
3800;[ 43.435 152.41    0.   ];[ 43.702 153.02    0.   ];0.6658746128213738;[1889]
3801;[28.616 77.254  0.   ];[22.52  77.846  0.   ];6.124677950717082;[3007]
3802;[39.882 91.848  3.7  ];[39.938 92.413  3.7  ];0.5677684387142332;[2006]
3803;[ 41.53 134.73   0.  ];[ 40.961 134.28    0.   ];0.7254384880884063;[2218]
3804;[ 41.876 110.4     3.7  ];[ 41.999 110.68    3.7  ];0.3058251134226909;[2306]
3805;[63.106 72.768  0.   ];[62.727 72.928  0.   ];0.41138911021076213;[2613]
3806;[ 43.96 115.93  11.1 ];[ 43.38 114.28  11.1 ];1.748971126119587;[740]
3807;[48.173 78.603 11.1  ];[46.736 79.233 11.1  ];1.5690344164485448;[925]
3808;[34.634 80.94   0.   ];[36.639 79.078  0.   ];2.736250902238315;[2447]
3809;[42.089 79.878  7.4  ];[41.621 80.076  7.4  ];0.5081613916857458;[1631]
3810;[ 42.768 112.2     7.4  ];[ 42.444 112.34    7.4  ];0.35295325469529093;[739]
3811;[37.888 69.087 11.1  ];[37.843 68.591 11.1  ];0.4980371472089294;[2140]
3812;[ 61.232 136.28   11.1  ];[ 60.496 136.6    11.1  ];0.8025559170549995;[577]
3813;[67.441 66.388  0.   ];[68.722 69.386  0.   ];3.260209349106269;[1533]
3814;[35.414 25.236  0.   ];[34.066 26.329  0.   ];1.7354402899552601;[561]
3815;[28.092 97.086  0.   ];[27.813 94.056  0.   ];3.042817937373185;[2234]
3816;[ 41.007 107.49    7.4  ];[ 40.884 107.18    7.4  ];0.3335101197864796;[2784]
3817;[ 18.05 143.84   0.  ];[ 18.239 144.28    0.   ];0.4788747226571873;[2733]
3818;[35.871 58.905  7.4  ];[35.804 58.035  7.4  ];0.8725760711823399;[185]
3819;[20.058 78.902  3.7  ];[20.013 78.379  3.7  ];0.5249323765972107;[1212]
3820;[38.378 75.584  3.7  ];[38.422 76.128  3.7  ];0.5457765110372527;[595]
3821;[ 66.614 133.97    7.4  ];[ 66.67 133.04   7.4 ];0.9316844959534383;[2850]
3822;[ 31.713 123.2     3.7  ];[ 34.398 123.66    3.7  ];2.7241191236801683;[625]
3823;[ 53.33 145.63   0.  ];[ 58.245 143.53    0.   ];5.344831615682572;[1587]
3824;[ 45.375 112.      0.   ];[ 47.816 110.13    0.   ];3.074960324947304;[1481]
3825;[34.434 16.605  0.   ];[34.958 16.37   0.   ];0.5742830312659435;[1887]
3826;[ 31.389 127.65    3.7  ];[ 31.601 128.15    3.7  ];0.5430874699346321;[1554]
3827;[45.689 55.016  0.   ];[43.226 56.11   0.   ];2.6950333949693475;[1123]
3828;[ 51.291 143.55    0.   ];[ 52.74 139.96   0.  ];3.8713952265300997;[738]
3829;[38.701 91.736  3.7  ];[38.756 92.285  3.7  ];0.5517481309438135;[1024]
3830;[ 13.738 116.14    0.   ];[ 12.49 113.63   0.  ];2.8031418087567426;[1702]
3831;[ 60.363 135.67    7.4  ];[ 57.799 137.73    7.4  ];3.289026603723358;[2213]
3832;[ 8.8146 21.512   0.    ];[11.355 21.352  0.   ];2.5454335897838702;[1023]
3833;[ 50.311 140.92    7.4  ];[ 49.954 141.07    7.4  ];0.3872324883064452;[1472]
3834;[ 51.68 171.64   0.  ];[ 51.223 170.58    0.   ];1.154317547297946;[1745]
3835;[34.288 62.43   0.   ];[34.757 62.393  0.   ];0.47045722441046756;[1425]
3836;[33.798 55.581  3.7  ];[34.333 55.555  3.7  ];0.5356314031122489;[2345]
3837;[65.458 44.801  0.   ];[65.313 44.486  0.   ];0.3467708176879968;[386]
3838;[ 37.072 142.14    0.   ];[ 36.827 142.24    0.   ];0.26462237244799763;[2002]
3839;[ 25.461 111.16    3.7  ];[ 25.785 111.02    3.7  ];0.3529532546952942;[1466]
3840;[ 6.4069 71.68    0.    ];[ 6.4626 72.368   0.    ];0.6902510340448493;[2313]
3841;[ 42.211 101.88    3.7  ];[ 42.835 103.32    3.7  ];1.5693871415300933;[1243]
3842;[ 15.455 110.03    0.   ];[ 14.998 110.07    0.   ];0.4587472070759669;[1515]
3843;[22.877 81.937  0.   ];[22.821 81.303  0.   ];0.6364683809899752;[1169]
3844;[14.141 59.203  3.7  ];[14.163 59.401  3.7  ];0.1992184730390236;[960]
3845;[50.269 21.091  0.   ];[58.382 17.512  0.   ];8.867356426805003;[196]
3846;[29.797 76.918  0.   ];[30.477 76.881  0.   ];0.6810058736897943;[1536]
3847;[24.648 97.95   3.7  ];[24.749 99.108  3.7  ];1.1623962319278236;[798]
3848;[41.789 20.307  0.   ];[40.295 14.92   0.   ];5.590331385526263;[1716]
3849;[36.918 60.051  0.   ];[36.896 59.673  0.   ];0.37863967039918045;[817]
3850;[ 18.295 132.35    0.   ];[ 21.115 134.23    0.   ];3.3892181989361445;[1037]
3851;[ 7.2763 59.123   0.    ];[ 7.3209 59.721   0.    ];0.5996608708261685;[22]
3852;[ 53.922 110.53    3.7  ];[ 54.413 110.33    3.7  ];0.5301707272190731;[1480]
3853;[  9.4259 106.97     0.    ];[  9.4704 107.54     0.    ];0.5717344226124647;[2637]
3854;[ 33.807 135.97    0.   ];[ 33.439 136.12    0.   ];0.39739652741311576;[2283]
3855;[37.543 55.341  3.7  ];[37.665 55.576  3.7  ];0.2647810416174083;[3068]
3856;[ 16.501 143.36    0.   ];[ 18.807 154.13    0.   ];11.014106227924243;[1626]
3857;[21.295 25.262  0.   ];[19.356 27.359  0.   ];2.8560689767580905;[2616]
3858;[ 37.207 122.81    3.7  ];[ 35.814 123.23    3.7  ];1.4549395176432605;[996]
3859;[19.011 58.254  0.   ];[20.225 56.36   0.   ];2.2496737541252507;[3084]
3860;[68.332 94.014  0.   ];[ 74.593 131.98    0.   ];38.47878996278339;[1899]
3861;[ 24.982 111.25    0.   ];[ 25.539 111.1     0.   ];0.5768439997087637;[1567]
3862;[20.191 96.286  0.   ];[20.648 96.249  0.   ];0.4584953652982777;[281]
3863;[14.554 21.15   0.   ];[14.999 21.123  0.   ];0.4458183486578363;[1697]
3864;[21.618 76.753  3.7  ];[21.662 77.307  3.7  ];0.5557445456322556;[2383]
3865;[ 21.972 141.07    0.   ];[ 22.585 140.83    0.   ];0.6583076788250234;[1444]
3866;[19.958 39.43   0.   ];[19.925 39.174  0.   ];0.2581181899828061;[983]
3867;[19.266 85.191  0.   ];[19.835 85.143  0.   ];0.5710210153750939;[2034]
3868;[25.808 79.633  3.7  ];[26.365 79.585  3.7  ];0.5590643970062829;[447]
3869;[ 61.577 136.13   11.1  ];[ 61.923 135.98   11.1  ];0.37711536696348535;[718]
3870;[22.721 80.14   0.   ];[22.955 82.775  0.   ];2.6453697284122737;[442]
3871;[ 51.637 139.3     7.4  ];[ 51.982 139.16    7.4  ];0.3723237838226338;[1316]
3872;[ 38.889 140.31    0.   ];[ 38.788 140.08    0.   ];0.25119912420228807;[1334]
3873;[24.615 78.395  3.7  ];[24.348 78.417  3.7  ];0.2679048338496339;[2672]
3874;[ 8.4907 73.957   0.    ];[ 8.5352 74.528   0.    ];0.5727313942853263;[450]
3875;[20.069 53.586  3.7  ];[18.153 52.29   3.7  ];2.313151962150347;[302]
3876;[47.883 80.241  3.7  ];[47.493 80.412  3.7  ];0.4258415198169416;[2508]
3877;[ 46.523 120.04    7.4  ];[ 46.712 120.5     7.4  ];0.4973137842449114;[1690]
3878;[ 5.8056 41.27    0.    ];[ 5.761 40.742  0.   ];0.5298803261114778;[455]
3879;[37.331 64.319  3.7  ];[37.431 65.364  3.7  ];1.0497737851556412;[1930]
3880;[35.926 79.1    0.   ];[36.417 79.084  0.   ];0.4912606232948041;[2743]
3881;[ 31.991 133.43    3.7  ];[ 31.59 132.54   3.7 ];0.9761664817028016;[680]
3882;[ 49.553 142.99   11.1  ];[ 50.01 142.79  11.1 ];0.49884767214051173;[2832]
3883;[40.851 98.734  3.7  ];[40.74  98.462  3.7  ];0.29377712640706843;[2129]
3884;[58.258 73.531 11.1  ];[49.299 77.393 11.1  ];9.75595843574582;[1566]
3885;[35.036 28.255  0.   ];[33.141 29.092  0.   ];2.0716162772096602;[2588]
3886;[21.251 44.385  0.   ];[21.206 43.734  0.   ];0.6525534460869816;[1399]
3887;[ 29.662 141.24    0.   ];[ 30.464 140.87    0.   ];0.8832349630760791;[523]
3888;[14.998 97.188  0.   ];[14.965 96.745  0.   ];0.4442274192347857;[1986]
3889;[27.424 16.85   0.   ];[28.517 16.776  0.   ];1.0955021679576906;[134]
3890;[44.262 79.734  7.4  ];[46.123 78.155  7.4  ];2.440606891738194;[163]
3891;[ 33.718 133.2     3.7  ];[ 34.977 136.21    3.7  ];3.262695358135678;[3031]
3892;[ 33.462 127.93    3.7  ];[ 33.674 128.43    3.7  ];0.5430874699346306;[2671]
3893;[ 18.807 148.41    0.   ];[ 18.941 148.69    0.   ];0.31041262860908336;[570]
3894;[ 55.994 143.15   11.1  ];[ 55.793 143.24   11.1  ];0.2202294258267973;[2092]
